,SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
338, J1153+5032 ,178.41578731400003,50.536049413,  2MASS 11533966+5032092 ,2008AJ....136.1290R,791085971801717632,0.06,       ...,                ...,      L1: ,2008AJ....136.1290R,     L0.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.189,0.028999999999999998,13.305,0.026000000000000002,12.850999999999999,0.026000000000000002,12.499,0.023,12.262,0.023,11.799000000000001,0.21100000000000002,23.76,0.36,20.886,0.024,18.428,0.005,16.989,0.004,16.004,0.006999999999999999,18.897000000000002,0.002,520.8,1.0,20.951999999999998,0.12,57.5,6.4,17.218,0.015,1041.0,14.4,19.141,25.28,0.33,72.97,0.28,24.94,0.4
339, J1154+6234 ,178.645781752,62.577263253000005,  2MASS 11543535+6234382 ,2008AJ....135..785W,860080399458690432,0.06,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.401,0.054000000000000006,14.804,0.065,14.259,0.069,13.939,0.025,13.677,0.032,12.23,-99999.0,25.32,0.69,21.834,0.213,19.637,0.012,18.152,0.006999999999999999,17.201,0.013999999999999999,20.13,0.01,167.2,1.5,21.338,0.22699999999999998,40.3,8.4,18.44,0.028999999999999998,337.8,8.9,20.325,19.15,0.69,-153.36,1.41,-6.92,1.15
341, J1155-3727 ,178.914967166,-37.463268109,  2MASSW J1155395-372735 ,2002ApJ...575..484G,3460806448649173504,0.54,       ...,                ...,       L2 ,2002ApJ...575..484G,     L2.5 ,2014ApJ...794..143B,      ... ,               ... ,84.36,0.85,2016AJ....152...24W,12.811,0.024,12.04,0.026000000000000002,11.462,0.021,11.042,0.023,10.751,0.02,10.232000000000001,0.057999999999999996,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,17.647000000000002,0.002,1646.3,2.4,20.851999999999997,0.09300000000000001,63.1,5.4,16.044,0.011000000000000001,3069.0,31.6,17.902,84.57,0.19,43.08,0.24,-790.91,0.16
342, J1157-4844 ,179.449958552,-48.745311519, DENIS-P J1157480-484442 ,2008MNRAS.383..831P,5371170445500507904,0.03,       ...,                ...,    L0.5: ,2008MNRAS.383..831P,     M9.5 ,2014ApJ...794..143B,      ... ,               ... ,34.633,0.08199999999999999,2014A&A...565A..20S,14.007,0.034,13.325999999999999,0.032,12.793,0.028999999999999998,12.482999999999999,0.027999999999999997,12.24,0.028999999999999998,11.876,0.212,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.778,0.002,580.7,0.8,21.183000000000003,0.10099999999999999,46.5,4.3,17.145,0.006,1113.9,6.3,18.799,35.13,0.24,-65.2,0.36,-17.84,0.25
343, J1158-0008 ,179.62970408,-0.147604021,ULAS J115831.09-000850.4 ,2016A&A...589A..49S,3795026681770171264,0.09,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,16.149,0.079,15.539000000000001,0.08900000000000001,14.839,0.121,14.61,0.031,14.332,0.052000000000000005,12.494000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.238,0.013999999999999999,18.789,0.01,17.879,0.012,20.763,0.013000000000000001,93.3,1.1,21.320999999999998,0.225,41.0,8.5,19.002,0.033,201.4,6.2,20.785,12.55,1.9,88.36,3.15,-121.72,2.4
344, J1159+1528 ,179.879331229,15.475095661,ULAS J115931.08+152830.3 ,2016A&A...589A..49S,3925017577835779456,0.05,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,14.755999999999998,0.033,14.092,0.034,13.61,0.035,13.224,0.024,12.965,0.027999999999999997,12.104000000000001,0.38,-99999.0,-99999.0,21.439,0.084,18.839000000000002,0.011000000000000001,17.444000000000003,0.008,16.573,0.006,19.377,0.004,334.6,1.1,21.199,0.157,45.8,6.6,17.757,0.016,634.0,9.4,19.529,14.54,0.48,-104.74,0.88,-0.69,0.48
345, J1159+0057 ,179.910461506,0.9573996309999999,      DENIS-P J1159+0057 ,1999AJ....118.2466M,3891237587037953152,0.32,       ...,                ...,       L0 ,2002AJ....123.3409H,     L0.5 ,2014ApJ...794..143B,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.084000000000001,0.027999999999999997,13.31,0.025,12.811,0.03,12.38,0.024,12.050999999999998,0.022000000000000002,11.529000000000002,0.213,20.621,-99999.0,20.963,0.027000000000000003,18.46,0.004,16.965,0.002,15.994000000000002,0.006999999999999999,18.902,0.003,518.2,1.4,21.238000000000003,0.13699999999999998,44.2,5.6,17.243,0.01,1017.8,9.9,18.815,31.06,0.36,21.32,0.83,-3.63,0.35
346, J1159+5409 ,179.91894490299998,54.160714948,  2MASS 11594076+5409386 ,2010AJ....139.1808S,792627865060597760,0.04,       ...,                ...,       L2 ,2010AJ....139.1808S,       L1 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.216,0.044000000000000004,14.339,0.043,13.755,0.043,13.456,0.024,13.208,0.027999999999999997,12.61,0.475,-99999.0,-99999.0,21.675,0.145,19.615,0.011000000000000001,18.192,0.006,17.212,0.009000000000000001,20.135,0.006999999999999999,166.5,1.0,21.206999999999997,0.21600000000000003,45.5,9.1,18.465999999999998,0.023,329.8,6.9,20.055999999999997,16.18,0.73,-119.66,1.05,1.6,1.09
347, J1202+4204 ,180.707289826,42.080149025,  2MASS 12025009+4204531 ,2008AJ....135..785W,1537202850034988288,0.23,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.499,0.031,13.694,0.03,13.259,0.03,12.944,0.038,12.65,0.040999999999999995,12.079,0.289,23.42,0.23,21.46,0.06,18.874000000000002,0.021,17.402,0.009000000000000001,16.369,0.008,19.320999999999998,0.004,352.4,1.3,21.362,0.306,39.4,11.1,17.673,0.017,684.6,10.9,19.42,31.52,0.41,-222.98,0.55,-290.95,0.48
348, J1202-0227 ,180.719440552,-2.463303857,  2MASS 12025263-0227483 ,2008AJ....135..785W,3601506205716698496,0.02,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.737,0.065,15.04,0.069,14.374,0.08800000000000001,14.119000000000002,0.028999999999999998,13.866,0.04,12.325999999999999,-99999.0,22.474,0.49,20.42,0.22,20.175,0.046,18.74,0.01,17.785999999999998,0.024,20.674,0.01,101.3,1.0,21.066999999999997,0.278,51.7,13.3,18.930999999999997,0.062,215.0,12.2,20.285999999999998,19.16,1.67,22.29,3.45,30.72,2.08
349, J1203+0015 ,180.986976506,0.262702292, SDSSJ120358.19+001550.2 ,2010AJ....139.1808S,3698979462002285824,0.56,       ...,                ...,       L5 ,2010AJ....139.1808S,       L5 ,2014ApJ...794..143B,       L4 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.005999999999998,0.026000000000000002,13.056,0.024,12.475999999999999,0.024,11.9,0.024,11.645,0.022000000000000002,11.16,0.179,-99999.0,-99999.0,-99999.0,-99999.0,18.886,0.005,17.212,0.006999999999999999,16.225,0.006,19.159000000000002,0.003,409.0,1.1,20.445,0.22399999999999998,91.8,18.9,17.456,0.015,836.6,12.0,19.29,67.24,0.56,-1217.63,1.28,-282.62,0.51
351, J1206+6242 ,181.543214216,62.715791642,  2MASS 12061050+6242572 ,2010AJ....139.1808S,1582931091957961600,0.19,       ...,                ...,       L1 ,2010AJ....139.1808S,       L2 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.649000000000001,0.07,14.747,0.067,13.95,0.07,13.642000000000001,0.025,13.367,0.028999999999999998,12.475999999999999,0.371,26.811,-99999.0,22.061,0.20199999999999999,20.023,0.02,18.531,0.01,17.582,0.035,20.583000000000002,0.009000000000000001,110.2,0.9,21.643,0.33,30.4,9.2,18.796,0.045,243.4,10.1,20.741999999999997,21.7,0.94,-60.88,1.27,-34.61,1.46
352, J1206-3937 ,181.708964088,-39.624365149,   DENIS J1206501-393725 ,2010A&A...517A..53M,3459368076986593408,0.08,       ...,                ...,       L2 ,2010A&A...517A..53M,       L2 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.315999999999999,0.032,13.597999999999999,0.028999999999999998,13.094000000000001,0.026000000000000002,12.786,0.023,12.511,0.024,11.969000000000001,0.19899999999999998,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.167,0.003,406.0,1.0,21.497,0.18600000000000003,34.8,6.0,17.528,0.012,782.8,8.5,19.453,37.54,0.32,39.34,0.58,-102.61,0.3
356, J1208+4452 ,182.090257828,44.873504133000004,  2MASS 12082176+4452244 ,2008AJ....135..785W,1539320573855169408,0.05,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.925999999999998,0.08900000000000001,15.114,0.09699999999999999,14.710999999999999,0.08800000000000001,14.417,0.027999999999999997,14.142000000000001,0.039,12.052999999999999,-99999.0,24.17,0.38,23.2,0.29,20.192,0.013999999999999999,18.706,0.006,17.788,0.015,20.708000000000002,0.009000000000000001,98.2,0.8,21.096999999999998,0.12,50.3,5.6,18.932000000000002,0.035,214.7,6.9,20.688000000000002,10.53,1.09,-64.58,1.43,-0.64,1.48
357, J1209+3233 ,182.276676767,32.558265046,  2MASS 12090655+3233264 ,2010AJ....139.1808S,4026938869755899392,0.09,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.300999999999998,0.048,14.610999999999999,0.052000000000000005,14.17,0.064,13.93,0.027000000000000003,13.568,0.032,12.216,0.376,-99999.0,-99999.0,21.739,0.052000000000000005,19.668,0.009000000000000001,18.038,0.006999999999999999,17.079,0.006,20.069000000000003,0.006,176.9,1.0,21.603,0.122,31.6,3.5,18.357,0.024,364.7,8.0,20.051,22.7,0.77,-99.26,1.65,198.27,1.44
358, J1209+5429 ,182.31751702,54.497268721000005,  2MASS 12091619+5429499 ,2010AJ....139.1808S,1573122103912249088,0.02,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.517999999999999,0.061,14.662,0.061,14.224,0.063,13.72,0.025,13.587,0.031,12.328,-99999.0,22.128,-99999.0,21.744,0.079,19.845,0.012,18.396,0.009000000000000001,17.438,0.011000000000000001,20.354,0.006999999999999999,136.1,0.8,21.434,0.251,36.9,8.5,18.707,0.031,264.3,7.6,20.186,19.68,0.84,8.58,1.31,30.33,1.12
359, J1211+0406 ,182.87523121,4.10174195,ULAS J121130.09+040607.5 ,2016A&A...589A..49S,3893817767165654400,0.13,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L4 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.527999999999999,0.064,14.546,0.040999999999999995,14.023,0.076,13.466,0.026000000000000002,13.136,0.028999999999999998,12.341,0.456,-99999.0,-99999.0,-99999.0,-99999.0,20.265,0.013999999999999999,18.801,0.013000000000000001,17.766,0.01,20.724,0.016,96.8,1.5,21.404,0.191,37.9,6.7,18.965999999999998,0.054000000000000006,208.1,10.2,20.674,29.21,1.86,-91.0,3.87,-226.54,2.4
360, J1212+6059 ,183.045273953,60.996625359, SDSSJ121210.99+605948.0 ,2010AJ....139.1808S,1582527910492327808,0.38,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,14.87,0.04,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.575,0.005,278.9,1.2,21.401999999999997,0.301,38.0,10.5,17.879,0.018000000000000002,566.5,9.5,19.605,13.96,0.5,-53.23,0.83,14.91,0.71
363, J1214+1041 ,183.56430306200002,10.695448512999999,ULAS J121415.48+104144.5 ,2016A&A...589A..49S,3906481044446830336,0.08,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,14.925,0.05,14.169,0.039,13.797,0.06,13.439,0.025,13.165999999999999,0.03,12.343,-99999.0,-99999.0,-99999.0,21.496,0.051,19.180999999999997,0.012,17.665,0.008,16.725,0.005,19.608,0.004,270.6,0.9,20.86,0.191,62.6,11.0,17.91,0.023,550.3,11.8,19.698,21.37,0.49,-101.1,1.04,-129.56,0.5
364, J1214+3721 ,183.63958753,37.353339251,  2MASS 12143365+3721117 ,2008AJ....135..785W,4030408065165389696,0.05,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.188,0.085,15.495,0.11900000000000001,15.07,0.11800000000000001,14.684000000000001,0.03,14.405999999999999,0.047,12.288,-99999.0,24.07,0.39,23.34,0.33,20.122,0.023,18.643,0.016,17.767,0.012,20.665,0.012,102.2,1.1,21.858,0.316,25.0,7.3,18.922,0.046,216.7,9.1,20.837,10.45,0.87,-116.1,2.47,10.14,1.03
365, J1215+0042 ,183.826115853,0.715625077,ULAS J121518.27+004257.2 ,2016A&A...589A..49S,3698542165611096064,0.05,       ...,                ...,      ... ,               ... ,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.533,0.073,14.905,0.08,14.242,0.075,13.967,0.027999999999999997,13.765,0.047,11.876,-99999.0,-99999.0,-99999.0,22.122,0.175,20.033,0.027000000000000003,18.64,0.006,17.645,0.006999999999999999,20.568,0.012,111.7,1.3,20.915,0.23600000000000002,59.5,12.9,18.847,0.032,232.2,6.7,20.48,21.92,1.54,-30.36,2.92,-97.02,1.55
366, J1219+0154 ,184.885218622,1.9088441980000002,ULAS J121932.54+015433.0 ,2017MNRAS.470.4885M,3700975728440047872,0.14,       ...,                ...,       L1 ,2017MNRAS.470.4885M,  -99999. ,               ... ,      L0: ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,14.997,0.055999999999999994,14.315,0.057,13.785,0.048,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,21.785999999999998,0.13699999999999998,19.238,0.008,17.808,0.008,16.858,0.009000000000000001,19.792,0.006999999999999999,228.3,1.4,21.462,0.242,36.0,8.0,18.069000000000003,0.033,475.3,14.4,19.862000000000002,18.93,0.64,-87.9,1.41,-73.92,0.79
367, J1219+6541 ,184.95862766599998,65.693471853, SDSSJ121950.22+654136.5 ,2010AJ....139.1808S,1681017832781354368,0.06,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.61,0.06,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.305,0.008,142.3,1.1,20.869,0.35100000000000003,62.1,20.1,18.553,0.055,304.5,15.4,20.345,13.87,0.62,-57.24,1.41,0.48,1.37
369, J1228+1101 ,187.051387751,11.020242426,ULAS J122812.39+110113.4 ,2016A&A...589A..49S,3907443052696049024,0.05,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L1 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.442,0.064,14.695,0.065,14.287,0.084,13.822000000000001,0.026000000000000002,13.519,0.034,12.206,-99999.0,21.677,-99999.0,21.705,0.147,19.729,0.013999999999999999,18.276,0.008,17.312,0.009000000000000001,20.262999999999998,0.006999999999999999,147.9,1.0,21.127,0.265,48.9,11.9,18.583,0.024,296.1,6.5,20.146,18.92,0.99,-96.52,2.07,-66.88,1.14
370, J1228+5833 ,187.07763929400002,58.561979377,  2MASS 12281851+5833419 ,2008AJ....135..785W,1580883212896723456,0.06,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.91,0.1,15.212,0.099,14.894,0.14300000000000002,14.354000000000001,0.027999999999999997,14.020999999999999,0.036000000000000004,12.279000000000002,-99999.0,24.62,0.5,21.618000000000002,0.163,19.977999999999998,0.012,18.506,0.01,17.570999999999998,0.006,20.456,0.006999999999999999,123.9,0.8,21.694000000000003,0.23199999999999998,29.0,6.2,18.793,0.036000000000000004,244.0,8.1,20.553,16.17,0.71,56.96,1.42,67.1,1.24
371, J1228+0050 ,187.23059227099998,0.845437247,  2MASS 12285538+0050440 ,2002AJ....123.3409H,3696867742547253760,0.02,       ...,                ...,       L0 ,2002AJ....123.3409H,      ... ,               ... ,      L2p ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.613,0.061,14.825,0.059000000000000004,14.162,0.077,13.797,0.026000000000000002,13.325,0.036000000000000004,11.718,-99999.0,22.87,-99999.0,20.638,-99999.0,20.115,0.013999999999999999,18.54,0.013999999999999999,17.512999999999998,0.008,20.566,0.008,111.9,0.9,21.444000000000003,0.22399999999999998,36.6,7.6,18.756,0.024,252.5,5.5,20.081,12.05,1.4,-39.55,2.64,-25.52,1.49
372, J1230+2827 ,187.687763203,28.465913181999998,  2MASS 12304562+2827583 ,2009AJ....137..304S,4010768695843696896,0.22,       ...,                ...,      ... ,               ... ,       L1 ,2009AJ....137..304S,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.073,0.08800000000000001,15.005,0.081,14.434000000000001,0.062,13.974,0.026000000000000002,13.668,0.034,12.092,-99999.0,-99999.0,-99999.0,21.802,0.095,20.257,0.031,18.979,0.008,18.089000000000002,0.011000000000000001,20.905,0.013000000000000001,81.9,1.0,21.557,0.508,33.0,15.4,19.271,0.052000000000000005,157.2,7.5,20.593000000000004,22.72,2.62,-482.98,3.24,-56.23,2.31
373, J1231+4050 ,187.80331609,40.841179821, SDSSJ123112.97+405027.9 ,2010AJ....139.1808S,1533893010796907392,0.23,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.24,0.05,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.759,0.004,235.4,0.9,21.389,0.17800000000000002,38.5,6.3,18.123,0.025,452.3,10.2,19.975,15.2,0.63,-155.08,0.55,32.42,0.62
375, J1232+0223 ,188.003123614,2.395614636,  2MASS 12320085+0223441 ,2008AJ....135..785W,3700467406177821952,0.12,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,     L0.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.927,0.085,15.228,0.071,14.690999999999999,0.113,14.462,0.032,14.165,0.052000000000000005,12.492,-99999.0,25.27,0.68,22.41,0.16,20.264,0.025,18.837,0.011000000000000001,17.89,0.009000000000000001,20.778000000000002,0.009000000000000001,92.1,0.8,21.271,0.251,42.9,9.9,19.129,0.052000000000000005,179.1,8.7,20.785999999999998,12.36,1.45,-98.8,4.02,1.23,1.63
376, J1240+1525 ,190.15327193099998,15.421285002000001,  2MASS 12403680+1525172 ,2008AJ....135..785W,3932745147418945152,0.08,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.591,0.051,14.661,0.055,14.498,0.057,14.107000000000001,0.027000000000000003,13.865,0.036000000000000004,12.297,-99999.0,19.784000000000002,0.48,21.869,0.177,19.795,0.013999999999999999,18.325,0.006999999999999999,17.367,0.009000000000000001,20.316,0.006999999999999999,140.9,0.9,21.519000000000002,0.304,34.1,9.5,18.644000000000002,0.032,280.0,8.3,20.035,16.6,1.07,-23.99,2.71,-39.67,1.04
377, J1245+1204 ,191.31228756299998,12.078160423,  2MASS 12451496+1204423 ,2010AJ....139.1808S,3928077690494407936,0.11,       ...,                ...,       L1 ,2010AJ....139.1808S,      ... ,               ... ,     L1.5 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,16.047,0.081,15.319,0.107,14.732999999999999,0.086,14.380999999999998,0.028999999999999998,14.132,0.046,12.13,-99999.0,22.77,-99999.0,20.718000000000004,-99999.0,20.467,0.028999999999999998,19.015,0.013999999999999999,18.052,0.012,20.98,0.012,76.5,0.8,21.564,0.221,32.7,6.7,19.326,0.079,149.5,10.9,20.649,12.29,3.02,-10.58,4.07,-53.73,2.44
378, J1245+0156 ,191.381305933,1.941870547,ULAS J124531.54+015630.9 ,2016A&A...589A..49S,3702489820377895680,0.07,       ...,                ...,      ... ,               ... ,      ... ,               ... ,    L0.5: ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.833,0.161,15.142999999999999,0.159,14.624,0.129,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,22.069000000000003,-99999.0,20.179000000000002,-99999.0,19.921,0.019,18.62,0.026000000000000002,17.537,0.019,20.612,0.008,107.3,0.8,20.733,0.192,70.4,12.5,18.733,0.047,258.1,11.3,20.288,13.49,1.24,-62.0,2.66,-43.89,1.89
379, J1246-3139 ,191.62349347900002,-31.660324635,WISE J124629.65-313934.2 ,2011AJ....141...54A,6160573275451466752,0.25,       ...,                ...,      ... ,               ... ,      T2: ,2013ApJS..205....6M,      ... ,               ... ,87.3,3.2,2013AJ....146..161M,15.024000000000001,0.04,14.186,0.034,13.974,0.055999999999999994,13.315999999999999,0.023,12.402000000000001,0.024,11.315999999999999,0.126,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.737,0.012,95.6,1.1,22.366,0.371,15.6,5.3,18.817,0.046,238.7,10.1,21.305999999999997,86.34,1.61,-15.91,2.89,-559.8,2.54
380, J1246+6150 ,191.677938943,61.848261973,  2MASS 12464281+6150546 ,2008AJ....135..785W,1580526868049397632,0.02,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,16.121,0.079,15.314,0.095,14.794,0.091,14.798,0.028999999999999998,14.51,0.044000000000000004,12.972000000000001,0.498,24.33,0.44,22.97,0.28,20.105999999999998,0.022000000000000002,18.663,0.009000000000000001,17.8,0.017,20.675,0.015,101.2,1.4,21.389,0.36,38.5,12.7,18.898,0.055999999999999994,221.5,11.3,20.864,12.86,1.08,-51.12,2.56,-49.15,2.31
381, J1246+4027 ,191.695652075,40.453719913,  2MASSW J1246467+402715 ,2000AJ....120..447K,1521895105554830720,0.13,       ...,                ...,       L4 ,2000AJ....120..447K,       L4 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.088,0.046,13.942,0.037000000000000005,13.280999999999999,0.039,12.577,0.023,12.207,0.023,11.957,0.247,-99999.0,-99999.0,21.862,0.053,19.94,0.021,18.285999999999998,0.013000000000000001,17.258,0.009000000000000001,20.301,0.005,142.9,0.7,21.546999999999997,0.13699999999999998,33.3,4.2,18.581,0.024,296.7,6.5,20.077,44.17,0.77,129.01,0.81,-103.37,0.97
382, J1249+4157 ,192.284724797,41.95761866,  2MASS 12490872+4157286 ,2008AJ....135..785W,1528191733769486720,0.13,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.440999999999999,0.046,14.694,0.057,14.292,0.054000000000000006,13.915999999999999,0.026000000000000002,13.579,0.031,12.887,0.542,24.01,0.43,21.785,0.18899999999999997,19.61,0.03,18.11,0.011000000000000001,17.197,0.008,20.074,0.005,176.1,0.8,20.781999999999996,0.163,67.3,10.1,18.395,0.025,352.3,8.2,20.230999999999998,19.04,0.71,-292.43,0.83,-83.13,0.96
383, J1249+5413 ,192.338303357,54.227506376, SDSSJ124921.22+541340.1 ,2010AJ....139.1808S,1570382533253393536,0.05,       ...,                ...,       L0 ,2010AJ....139.1808S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,14.83,0.03,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.523,0.004,292.5,1.1,21.829,0.204,25.6,4.8,17.869,0.013999999999999999,571.6,7.1,19.565,21.17,0.39,-21.56,0.61,-86.28,0.53
384, J1252+0347 ,193.15866192,3.7929732919999997,ULAS J125238.22+034735.0 ,2016A&A...589A..49S,3704616555037021056,0.17,       ...,                ...,      ... ,               ... ,      ... ,               ... ,     L0.5 ,2016A&A...589A..49S,-99999.0,-99999.0,           -99999. ,15.988,0.081,15.17,0.10300000000000001,14.63,0.11,14.409,0.03,14.145,0.045,11.901,-99999.0,-99999.0,-99999.0,22.279,0.255,20.223,0.016,18.782,0.006,17.843,0.009000000000000001,20.758000000000003,0.011000000000000001,93.8,0.9,21.595,0.171,31.8,5.0,19.197,0.054000000000000006,168.3,8.4,20.658,14.17,1.68,-266.68,3.72,-42.69,1.84
385, J1254+2938 ,193.65650656900002,29.642232861,  2MASS 12543762+2938328 ,2008AJ....135..785W,1464948134177402496,0.04,       ...,                ...,       L0 ,2008AJ....135..785W,      ... ,               ... ,       L1 ,2016A&A...589A..49S,-99999.0,-99999.0,               ... ,15.456,0.055999999999999994,14.595999999999998,0.064,14.177999999999999,0.055999999999999994,13.777000000000001,0.026000000000000002,13.484000000000002,0.031,11.957,0.23399999999999999,21.839000000000002,0.31,21.919,0.095,19.678,0.013999999999999999,18.234,0.009000000000000001,17.272000000000002,0.009000000000000001,20.36,0.01,135.3,1.3,21.269000000000002,0.20199999999999999,43.0,8.0,18.476,0.051,326.9,15.4,19.991,15.8,2.01,-57.66,2.57,-57.45,2.18
