,SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR
561, J1703+1906 ,255.819360488,19.110213031,  2MASS 17031672+1906359 ,2008AJ....135..785W,4560442523102375296,0.16,       ...,                ...,       L0 ,2008AJ....135..785W,       M9 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.915999999999999,0.04,14.095999999999998,0.039,13.651,0.045,13.357999999999999,0.024,13.03,0.027000000000000003,12.479000000000001,-99999.0,22.176,0.308,21.65,0.054000000000000006,19.222,0.012,17.713,0.008,16.776,0.006,19.666,0.004,256.5,1.0,21.197,0.31,45.9,13.1,18.03,0.017,492.8,7.6,19.564,18.66,0.46,-67.06,0.58,53.47,0.7
564, J1707-0138 ,256.85546481,-1.636055335,   DENIS J1707252-013809 ,2010A&A...517A..53M,4367890618008483968,0.13,       ...,                ...,     L0.5 ,2010A&A...517A..53M,       L2 ,2011ApJ...735...14P,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.289000000000001,0.026000000000000002,13.565999999999999,0.032,13.067,0.034,12.635,0.023,12.362,0.024,12.247,0.494,20.513,-99999.0,21.343000000000004,0.045,18.846,0.008,17.327,0.005,16.285,0.008,19.261,0.004,372.2,1.3,21.028000000000002,0.297,53.6,14.7,17.590999999999998,0.022000000000000002,738.4,15.1,19.256,26.48,0.47,21.94,0.76,-24.52,0.64
566, J1710+3323 ,257.704762931,33.390528056,  2MASS 17104936+3323251 ,2008AJ....135..785W,1334655834487468672,0.09,       ...,                ...,       L0 ,2008AJ....135..785W,     M9.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.13,0.037000000000000005,14.540999999999999,0.05,14.083,0.051,13.785,0.025,13.494000000000002,0.028999999999999998,12.34,-99999.0,24.83,0.52,21.805999999999997,0.08900000000000001,19.292,0.01,17.83,0.006,16.923,0.008,19.782,0.005,230.5,1.1,21.04,0.606,53.1,29.6,18.111,0.025,457.4,10.6,20.049,20.06,0.45,-168.46,0.83,51.04,0.96
569, J1711+5430 ,257.98862933099997,54.512173669,            NLTT 44368 B ,2014ApJ...792..119D,1420008173372460672,0.09,      VB; ,2014ApJ...792..119D,      ... ,               ... ,     L1.5 ,2014ApJ...792..119D,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.735999999999999,0.057999999999999996,13.907,0.064,13.467,0.049,12.665999999999999,-99999.0,12.595999999999998,0.023,11.652999999999999,0.122,-99999.0,-99999.0,21.019000000000002,0.013000000000000001,18.997,0.012,17.532,0.01,16.608,0.006999999999999999,19.753,0.013999999999999999,236.6,2.9,21.248,0.124,43.8,5.0,17.758,0.039,633.0,22.6,19.495,22.06,0.6,-48.71,1.7,206.72,1.9
570, J1717+6526 ,259.31020211099997,65.439015918,  2MASS 17171408+6526221 ,2002AJ....123.3409H,1633752714121739264,0.12,       ...,                ...,       L4 ,2002AJ....123.3409H,       L6 ,2014ApJ...794..143B,      ... ,               ... ,57.05,3.51,2014PASP..126...15W,14.95,0.040999999999999995,13.84,0.035,13.177,0.031,12.546,0.023,12.222999999999999,0.021,11.517000000000001,0.069,-99999.0,-99999.0,22.258000000000003,0.019,20.153,0.031,18.179000000000002,0.024,17.153,0.012,20.214000000000002,0.004,154.8,0.6,20.269000000000002,0.23800000000000002,107.9,23.7,18.427,0.016,342.0,5.1,20.234,46.86,0.62,157.49,1.18,-115.32,1.18
571, J1721+3344 ,260.255530923,33.74058192,  2MASSI J1721039+334415 ,2003AJ....126.2421C,1334160263982413696,0.95,       ...,                ...,       L3 ,2003AJ....126.2421C,L5 p(blue),2008ApJ...674..451B,      ... ,               ... ,-99999.0,-99999.0,               ... ,13.625,0.019,12.952,0.024,12.489,0.018000000000000002,11.948,0.024,11.618,0.021,11.123,0.11,-99999.0,-99999.0,-99999.0,-99999.0,18.316,0.011000000000000001,16.565,0.005,15.575,0.004,18.563,0.003,708.2,1.7,21.494,0.204,34.9,6.6,16.867,0.011000000000000001,1439.1,14.2,19.005,61.32,0.2,-1855.6,0.36,591.64,0.37
573, J1725+5325 ,261.432478225,53.426648705,  2MASS 17254383+5325347 ,2010AJ....139.1808S,1416274124511372672,0.16,       ...,                ...,       L1 ,2010AJ....139.1808S,       M8 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.163,0.045,14.619000000000002,0.057,14.210999999999999,0.084,13.992,0.026000000000000002,13.729000000000001,0.031,13.140999999999998,-99999.0,24.03,-99999.0,21.404,0.033,18.629,0.006999999999999999,17.371,0.008,16.687,0.004,19.268,0.005,370.0,1.6,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.839000000000002,12.83,0.28,-28.39,0.54,62.25,0.66
574, J1726-2737 ,261.66665815700003,-27.63471597,    VVV J172640.2-273803 ,2013A&A...557L...8B,4059973524888355584,0.37,       ...,                ...,      ... ,               ... ,L5 p(blue),2013A&A...557L...8B,      ... ,               ... ,57.0,4.0,2013A&A...557L...8B,13.402999999999999,0.026000000000000002,12.659,0.027000000000000003,12.225,0.026000000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.218,0.01,17.897000000000002,0.015,16.359,0.006,15.444,0.034,18.233,0.003,960.1,2.3,20.208,0.157,114.1,16.5,16.499000000000002,0.012,2020.0,22.6,19.646,53.99,0.36,-544.45,0.59,-326.35,0.44
577, J1732+2656 ,263.001043328,26.939175716999998,  2MASS 17320014+2656228 ,2010ApJS..190..100K,4594917675831940864,0.08,       ...,                ...,      ... ,               ... ,       L1 ,2010ApJS..190..100K,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.931,0.084,15.017999999999999,0.073,14.460999999999999,0.055,14.184000000000001,0.026000000000000002,13.954,0.034,12.817,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.292,0.028999999999999998,18.848,0.023,17.908,0.017,20.809,0.012,89.5,1.0,21.843000000000004,0.32899999999999996,25.3,7.7,19.114,0.054000000000000006,181.7,9.1,20.717,16.22,1.25,88.51,2.18,-106.39,3.35
578, J1733+3144 ,263.384806008,31.749643283,WISE J173332.50+314458.3 ,2013PASP..125..809T,4600837382010781696,0.19,       ...,                ...,      ... ,               ... ,L2 p(red) ,2013PASP..125..809T,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.866,0.066,14.89,0.055,14.300999999999998,0.063,13.57,0.025,13.244000000000002,0.026000000000000002,12.374,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.342,0.057999999999999996,18.929000000000002,0.043,17.979,0.011000000000000001,20.87,0.013999999999999999,84.6,1.1,21.296999999999997,0.23199999999999998,41.9,8.9,19.19,0.063,169.4,9.8,20.635,31.23,1.46,-334.26,2.39,88.2,3.05
579, J1733-1654 ,263.42646782,-16.91408691, DENIS-P J1733423-165449 ,2008MNRAS.383..831P,4124397553254685440,0.05,       ...,                ...,    L0.5: ,2008MNRAS.383..831P,       L1 ,2014ApJ...794..143B,      ... ,               ... ,55.272,0.073,2014A&A...565A..20S,13.527999999999999,0.054000000000000006,12.805,0.062,12.35,0.033,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.593,-99999.0,17.756,-99999.0,18.046,0.021,16.508,0.004,15.508,0.006999999999999999,18.416,0.003,810.6,2.1,19.528,0.225,213.6,44.3,16.674,0.017,1717.9,26.8,18.021,55.32,0.36,71.18,0.63,-38.4,0.49
580, J1739+2454 ,264.85519385599997,24.90918923,  2MASS 17392515+2454421 ,2010ApJS..190..100K,4581695915363428736,0.23,       ...,                ...,      ... ,               ... ,       L4 ,2010ApJS..190..100K,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.802,0.07,14.647,0.06,13.946,0.054000000000000006,13.267999999999999,0.024,13.001,0.027000000000000003,12.147,0.26899999999999996,-99999.0,-99999.0,-99999.0,-99999.0,20.333,0.064,18.639,0.025,17.624000000000002,0.027000000000000003,20.697,0.009000000000000001,99.2,0.8,21.56,0.281,32.9,8.5,18.985,0.04,204.5,7.5,20.616999999999997,41.7,0.94,80.38,1.37,-600.04,1.76
581, J1743+8526 ,265.77986597,85.448711832,  2MASS 17430860+8526594 ,2012ApJ...760..152L,1724495516135399936,0.28,       ...,                ...,      ... ,               ... ,       L5 ,2012ApJ...760..152L,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.557,0.043,13.823,0.040999999999999995,13.467,0.046,12.86,0.024,12.527000000000001,0.022000000000000002,12.105,0.207,-99999.0,-99999.0,21.418000000000003,0.111,19.574,0.027999999999999997,17.7,0.017,16.621,0.009000000000000001,19.757,0.006999999999999999,235.9,1.4,21.49,0.162,35.0,5.2,18.031,0.023,492.6,10.2,20.004,45.35,0.4,-97.69,0.68,-274.25,0.7
582, J1743+1549 ,265.90308624200003,15.816868807999999,  2MASS 17433635+1549025 ,2014ApJ...786L..18L,4501162495423931776,0.19,       ...,                ...,      ... ,               ... ,L1 p(blue),2014ApJ...786L..18L,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.455,0.026000000000000002,13.786,0.03,13.501,0.036000000000000004,13.057,0.024,12.802999999999999,0.026000000000000002,11.982999999999999,0.303,-99999.0,-99999.0,21.340999999999998,0.017,18.792,0.004,17.186,0.005,16.248,0.002,19.164,0.004,407.1,1.5,21.318,0.308,41.0,11.6,17.507,0.013999999999999999,797.6,10.6,19.44,30.72,0.7,319.5,1.03,-100.7,0.9
583, J1743+2127 ,265.9236075,21.452967811,  2MASSW J1743415+212707 ,2000AJ....120..447K,4556014656644051456,0.05,       ...,                ...,     L2.5 ,2000AJ....120..447K,     L2.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.83,0.08900000000000001,14.785,0.064,14.321,0.09699999999999999,13.395,0.027000000000000003,13.151,0.028999999999999998,12.6,0.488,-99999.0,-99999.0,-99999.0,-99999.0,20.295,0.027999999999999997,18.859,0.027999999999999997,18.004,0.024,20.84,0.006999999999999999,87.0,0.6,21.331,0.151,40.5,5.6,19.083,0.028999999999999998,187.0,5.0,20.665,30.8,1.15,159.77,1.18,227.88,2.5
588, J1756+2815 ,269.041875372,28.254732141999998,  2MASS 17561080+2815238 ,2010ApJS..190..100K,4584405146372926720,0.36,       ...,                ...,    L1 sd ,2010ApJS..190..100K,L1 p(blue),2010ApJS..190..100K,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.712,0.033,14.135,0.040999999999999995,13.812999999999999,0.040999999999999995,13.384,0.024,13.068,0.026000000000000002,12.578,0.41,-99999.0,-99999.0,-99999.0,-99999.0,19.038,0.003,-99999.0,-99999.0,16.453,0.015,19.403,0.004,326.6,1.1,21.339000000000002,0.23,40.3,8.5,17.709,0.013000000000000001,662.5,7.8,19.753,28.94,0.37,-613.74,0.57,-413.4,0.67
589, J1756-4805 ,269.23469687799997,-48.085879542, DENIS-P J1756561-480509 ,2008MNRAS.383..831P,5947766235872922624,0.16,       ...,                ...,       L0 ,2008MNRAS.383..831P,      ... ,               ... ,      ... ,               ... ,47.038999999999994,0.057999999999999996,2014A&A...565A..20S,13.409,0.022000000000000002,12.709000000000001,0.023,12.19,0.021,11.876,0.024,11.626,0.022000000000000002,11.061,0.124,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.19,0.004,998.8,3.7,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,18.236,47.15,0.23,77.11,0.4,29.86,0.38
591, J1800+0134 ,270.111119194,1.5808172569999999,WISEP J180026.60+013453.1,2011ApJ...736L..34G,4468009917744160000,0.26,       ...,                ...,      ... ,               ... ,     L7.5 ,2011ApJ...736L..34G,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.298,0.036000000000000004,13.12,0.036000000000000004,12.421,0.024,11.543,0.022000000000000002,11.073,0.019,9.977,0.067,-99999.0,-99999.0,21.865,0.179,19.926,0.013999999999999999,17.442999999999998,0.006,16.417,0.018000000000000002,19.552,0.006999999999999999,284.8,1.8,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.614,127.44,0.66,183.13,1.31,-382.81,1.46
594, J1826+3014 ,276.53443032,30.235635196,   LSRJ182611.3+301419.1 ,2002ApJ...581L..47L,4588438567346043776,1.27,       ...,                ...,     sdL0 ,2002ApJ...581L..47L,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,11.659,0.02,11.175,0.016,10.811,0.019,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,15.945,0.001,7891.8,7.2,19.597,0.033,200.4,6.1,14.350999999999999,0.004,14602.5,57.3,16.632,90.0,0.11,-2290.54,0.17,-683.13,0.18
595, J1835+3299 ,278.907460882,32.994892033,           LSRJ1835+3259 ,2002AJ....124.1190L,2091177593123254016,0.3,       ...,                ...,     M8.5 ,2007AJ....133.2258S,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,10.27,0.022000000000000002,9.617,0.021,9.171,0.018000000000000002,8.837,0.022000000000000002,8.56,0.02,8.161,0.02,-99999.0,-99999.0,-99999.0,-99999.0,14.432,0.002,-99999.0,-99999.0,-99999.0,-99999.0,14.869000000000002,0.001,21264.6,18.1,18.444000000000003,0.017,579.2,8.9,13.285,0.004,38988.6,136.8,14.970999999999998,175.82,0.09,-72.84,0.15,-754.84,0.15
597, J1845-6357A,281.297226678,-63.960649176000004,          SCRJ1845-6357A ,2004AJ....128..437H,6439125097425259776,0.57,       ...,                ...,    M9.5V ,2017MNRAS.465.4723K,     M8.5 ,2015AJ....149..104B,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,9.544,0.023,8.967,0.027000000000000003,8.508,0.02,8.15,0.023,7.797000000000001,0.021,7.376,0.017,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,14.023,0.001,46367.1,22.4,17.593,0.01,1269.3,11.9,12.45,0.006,84084.1,460.1,14.255999999999998,249.92,0.16,2584.3,0.13,589.0,0.19
598, J1851+5935 ,282.757698929,59.586328206000005,WISE J185101.83+593508.6 ,2013PASP..125..809T,2156140966334260096,0.17,       ...,                ...,      ... ,               ... ,     L9 p ,2013PASP..125..809T,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.939,0.036000000000000004,13.966,0.034,13.459000000000001,0.045,12.655,0.024,12.177999999999999,0.022000000000000002,11.370999999999999,0.084,-99999.0,-99999.0,21.164,0.363,20.372,0.031,18.355,0.012,17.144000000000002,0.009000000000000001,20.373,0.009000000000000001,133.8,1.1,21.043000000000003,0.239,52.9,11.6,18.506,0.057,317.9,16.7,20.514,48.85,0.65,28.44,1.72,426.56,1.83
599, J1906+4011 ,286.702783227,40.184945905999996,WISEP J190648.47+401106.8,2011AJ....142..171G,2100693797539808896,0.27,       ...,                ...,      ... ,               ... ,       L1 ,2011AJ....142..171G,      ... ,               ... ,61.15,1.3,2013ApJ...779..172G,13.078,0.02,12.26,0.021,11.770999999999999,0.016,11.463,0.023,11.245999999999999,0.02,10.802999999999999,0.077,22.096,0.023,19.347,0.025,17.42,0.005,15.932,0.002,14.965,0.002,17.836,0.002,1383.9,2.3,21.033,0.188,53.4,9.2,16.22,0.008,2610.7,19.4,18.048,59.57,0.14,438.35,0.25,-179.98,0.28
600, J1909-1937 ,287.284020189,-19.630686509, DENIS-P J1909081-193748 ,2008MNRAS.383..831P,4083994314834200960,0.13,       ...,                ...,      L1: ,2008MNRAS.383..831P,     L1.5 ,2014ApJ...794..143B,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.52,0.028999999999999998,13.543,0.027000000000000003,12.915,0.028999999999999998,12.467,0.023,12.208,0.027000000000000003,-99999.0,-99999.0,-99999.0,-99999.0,21.287,0.052000000000000005,19.072,0.005,17.605999999999998,0.006,16.668,0.012,19.488,0.005,302.1,1.5,21.355999999999998,0.389,39.6,14.2,17.828,0.008,593.9,4.6,19.345,45.24,0.52,-35.54,0.89,-155.64,0.73
601, J1916+0518 ,289.237457108,5.144563047,            V1298AqlvB10 ,1956PASP...68..531H,4293315765165489536,0.66,       ...,                ...,     M8.0 ,2015A&A...577A.128A,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,9.908,0.025,9.226,0.026000000000000002,8.765,0.022000000000000002,8.535,0.023,8.317,0.02,8.041,0.021,18.248,0.006999999999999999,16.609,0.01,14.402000000000001,0.073,12.392999999999999,0.001,11.615,0.001,14.321,0.001,35226.5,22.5,17.726,0.017,1122.0,17.6,12.754000000000001,0.004,63552.0,244.6,14.616,168.96,0.13,-598.18,0.25,-1365.27,0.23
602, J1917+7755 ,289.29151255700003,77.933683736,  2MASS 19170993+7755597 ,2008AJ....136.1290R,2293059228035814656,0.02,       ...,                ...,      L0: ,2008AJ....136.1290R,      ... ,               ... ,      ... ,               ... ,-99999.0,-99999.0,               ... ,14.633,0.036000000000000004,13.84,0.037000000000000005,13.253,0.035,12.946,0.024,12.665,0.023,12.099,0.182,-99999.0,-99999.0,21.305999999999997,0.049,19.042,0.008,17.586,0.008,16.582,0.013999999999999999,19.523,0.005,292.5,1.2,21.016,0.20800000000000002,54.2,10.4,17.846,0.015,584.2,8.0,19.417,19.37,0.37,7.19,0.53,100.21,1.0
604, J1925+0700 ,291.303358232,7.011011363,  2MASSJ19251275+0700362 ,2018RNAAS...2...33S,4295524821431807232,0.09,       ...,                ...,      ... ,               ... ,      ... ,               ... ,       L7 ,2018RNAAS...2...33S,-99999.0,-99999.0,           -99999. ,14.763,0.046,13.693,0.03,12.937000000000001,0.037000000000000005,12.005,0.023,11.638,0.021,10.934000000000001,0.11199999999999999,-99999.0,-99999.0,22.035,0.14800000000000002,20.149,0.015,17.859,0.012,16.868,0.01,20.038,0.009000000000000001,182.0,1.6,20.98,0.58,56.0,29.9,18.201,0.04,421.2,15.5,20.033,89.26,0.67,44.93,1.37,215.16,1.16
605, J1925+0968 ,291.379159937,9.638767031,          LSPMJ1925+0938 ,2002AJ....124.1190L,4308488780772030336,0.3,       ...,                ...,     M8.0 ,2014AJ....147...20N,      ... ,               ... ,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,11.214,0.026000000000000002,10.519,0.022000000000000002,10.024,0.022000000000000002,9.707,0.023,9.468,0.02,9.071,0.028999999999999998,19.674,0.021,18.102,0.005,15.194,0.004,13.769,0.002,12.905,0.003,15.673,0.001,10138.5,12.2,19.143,0.051,304.5,14.4,14.064,0.003,19016.9,46.9,15.850999999999999,59.43,0.29,83.79,0.47,-240.82,0.4
608, J1951-3311 ,297.806921553,-33.188644375,WISE J195113.62-331116.7 ,2013PASP..125..809T,6746919633721930112,0.39,       ...,                ...,      ... ,               ... ,     L1 p ,2013PASP..125..809T,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.708,0.055,15.019,0.068,14.505999999999998,0.07,14.052,0.027999999999999997,13.731,0.038,12.354000000000001,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.88,0.044000000000000004,-99999.0,-99999.0,-99999.0,-99999.0,20.679000000000002,0.011000000000000001,100.9,1.0,21.128,0.302,48.9,13.6,18.871,0.094,227.3,19.7,20.629,24.24,1.41,96.23,2.18,-411.03,1.25
609, J1953-0229 ,298.295779157,-2.499178227,  2MASS 19531118-0229501 ,2014ApJ...786L..18L,4234316349122492032,0.21,       ...,                ...,      ... ,               ... ,L2 p(blue),2014ApJ...786L..18L,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.638,0.053,14.857000000000001,0.067,14.454,0.07400000000000001,14.011,0.027000000000000003,13.607999999999999,0.038,12.359000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,20.410999999999998,0.031,18.660999999999998,0.036000000000000004,17.668,0.031,20.701,0.01,98.9,0.9,21.55,0.295,33.2,9.0,18.868,0.049,227.9,10.2,20.646,21.59,1.73,-166.53,3.12,-409.02,1.79
612, J2004-2637 ,301.01331556400004,-26.631945301,WISE J200403.17-263751.7 ,2013PASP..125..809T,6850032693167651200,0.28,       ...,                ...,      ... ,               ... ,       L0 ,2013PASP..125..809T,      ... ,               ... ,-99999.0,-99999.0,               ... ,15.185,0.04,14.637,0.052000000000000005,14.088,0.053,13.968,0.027000000000000003,13.591,0.038,12.614,-99999.0,-99999.0,-99999.0,21.96,0.040999999999999995,19.1,0.033,17.585,0.004,16.754,0.005,19.577,0.005,278.2,1.2,21.421,0.355,37.3,12.2,17.934,0.021,538.7,10.5,19.97,18.46,0.54,66.61,0.8,-609.97,0.56
613, J2011-6201 ,302.988121019,-62.02186428899999,  2MASSJ20115649-6201127 ,2011AJ....141...54A,6442586188225229312,0.07,       ...,                ...,      ... ,               ... ,     sdM8 ,2013AJ....146..161M,   -99999.,           -99999. ,-99999.0,-99999.0,           -99999. ,15.565999999999999,0.055,15.099,0.092,14.572000000000001,0.09,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,19.7,0.005,248.4,1.3,21.984,0.266,22.2,5.4,18.115,0.013999999999999999,456.0,6.0,20.242,12.85,0.57,317.07,0.64,-407.85,0.72
