SHORTNAME,RA,DEC,DISCOVERYNAME,DISCOVERYREFNAME,SOURCE_ID,DISTARCSEC,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTNIRNAME,SPTNIRREFNAME,SPTPHONAME,SPTPHOREFNAME,LIT_PARALLAX,LIT_PARALLAX_ERROR,LIT_PARALLAXREFNAME,TMASSJ,TMASSJERR,TMASSH,TMASSHERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,GUNNG,GUNNGERR,GUNNR,GUNNRERR,GUNNI,GUNNIERR,GUNNZ,GUNNZERR,GUNNY,GUNNYERR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,GAIAGEST,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,LIT_RA,LIT_DEC,DISTMOD
 J0032-4405  ,   8.233464391 , -44.085351391 ,       EROS-MP J0032-4405  , 1999A&A...351L...5G ,  4980384088633481216 ,   0.06 ,       MG;  , 2014APJ...783..121G ,  L0 gamma  , 2009AJ....137.3345C ,  L0 gamma  , 2013APJ...772...79A ,       ...  ,                ...  ,     38.400 ,      4.800 , 2012ApJ...752...56F ,     14.776 ,      0.035 ,     13.857 ,      0.034 ,     13.269 ,      0.037 ,     12.839 ,      0.024 ,     12.524 ,      0.024 ,     11.798 ,      0.246 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.781 ,      0.082 ,      230.6 ,     1.0 ,     21.000 ,      4.477 ,       55.0 ,    11.7 ,     18.071 ,      0.267 ,      474.5 ,     7.0 ,     19.315 ,    28.57 ,  0.49 ,   127.98 ,  0.56 ,   -97.43 ,  0.67 ,   8.233439600 , -44.085338000 ,   -2.72
 J0033-1521  ,   8.350816057 , -15.358474752 ,   2MASS 00332386-1521309  , 2003AJ....125.3302G ,  2373841073178592512 ,   0.11 ,            ,                     ,   L4 beta  , 2009AJ....137.3345C ,        L1  , 2013APJ...772...79A ,       ...  ,                ...  ,     42.780 ,      1.830 , 2016ApJ...833...96L ,     15.286 ,      0.056 ,     14.208 ,      0.051 ,     13.410 ,      0.039 ,     12.819 ,      0.024 ,     12.497 ,      0.025 ,     11.848 ,      0.310 , -99999.000 , -99999.000 ,     21.909 ,      0.104 ,     19.877 ,      0.038 , -99999.000 , -99999.000 ,     17.480 ,      0.014 ,     20.355 ,      0.145 ,      136.0 ,     1.0 ,     21.046 ,      5.580 ,       52.8 ,    14.0 ,     18.667 ,      0.464 ,      274.1 ,     6.8 ,     19.860 ,    43.63 ,  0.93 ,   302.15 ,  1.85 ,    23.07 ,  1.37 ,   8.350770300 , -15.358479000 ,   -1.80
 J0035+0615  ,   8.960442108 ,   6.265781677 , ULAS J003550.62+061558.6  , 2016A&A...589A..49S ,  2555495890328622080 ,   0.24 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     13.780 ,      0.026 ,     13.514 ,      0.036 ,     11.579 , -99999.000 , -99999.000 , -99999.000 ,     21.700 ,      0.043 ,     19.542 ,      0.018 ,     18.070 ,      0.006 ,     17.112 ,      0.013 ,     20.005 ,      0.080 ,      187.6 ,     0.7 ,     21.208 ,      3.098 ,       45.4 ,     6.6 ,     18.333 ,      0.386 ,      372.8 ,     7.9 ,     19.956 ,    21.50 ,  0.87 ,  -337.78 ,  2.21 ,  -319.55 ,  0.89 ,   8.960487500 ,   6.265825600 ,   -3.34
 J0036+1821  ,   9.071222700 ,  18.353392900 ,   2MASSW J0036159+182110  , 2000AJ....119..369R ,  2794735086363871360 ,   0.26 ,            ,                     ,      L3.5  , 2000AJ....120..447K ,        L4  , 2004AJ....127.3553K ,       ...  ,                ...  ,    114.200 ,      0.800 , 2002AJ....124.1170D ,     12.466 ,      0.027 ,     11.588 ,      0.030 ,     11.058 ,      0.021 ,     10.536 ,      0.024 ,     10.245 ,      0.019 ,      9.851 ,      0.054 , -99999.000 , -99999.000 ,     19.526 ,      0.020 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     17.519 ,      0.028 ,     1853.1 ,     2.9 ,     21.099 ,      2.462 ,       50.2 ,     5.9 ,     15.869 ,      0.188 ,     3607.3 ,    42.8 ,     17.730 ,   114.42 ,  0.21 ,   901.56 ,  0.36 ,   124.02 ,  0.21 ,   9.067398100 ,  18.352909000 ,    0.29
 J0037-5846  ,   9.430143650 , -58.773223152 ,   2MASS 00374306-5846229  , 2008AJ....136.1290R ,  4907052431202692096 ,   0.07 ,       MG;  , 2014APJ...783..121G ,  L0 gamma  , 2009AJ....137.3345C ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.374 ,      0.051 ,     14.259 ,      0.051 ,     13.585 ,      0.045 ,     13.149 ,      0.025 ,     12.768 ,      0.025 ,     12.479 ,      0.417 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     20.531 ,      0.152 ,      115.6 ,     0.9 ,     21.607 ,      5.701 ,       31.4 ,     8.3 ,     18.783 ,      0.552 ,      246.4 ,     7.2 ,     19.750 ,    19.74 ,  0.90 ,    88.98 ,  1.83 ,   -49.63 ,  1.65 ,   9.429444300 , -58.773029000 ,   -3.52
 J0038+1343  ,   9.683514257 ,  13.727403858 ,   2MASS 00384398+1343395  , 2002AJ....123.3409H ,  2779363119238642560 ,   0.02 ,            ,                     ,        L1  , 2002AJ....123.3409H ,      L0.5  , 2014APJ...794..143B ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     15.908 ,      0.069 ,     15.203 ,      0.073 ,     14.758 ,      0.102 ,     14.426 ,      0.030 ,     14.245 ,      0.045 ,     12.055 , -99999.000 ,     21.767 , -99999.000 ,     20.000 , -99999.000 ,     20.303 ,      0.024 ,     18.814 ,      0.013 ,     17.802 ,      0.017 ,     20.783 ,      0.183 ,       91.6 ,     0.8 ,     20.889 ,      5.349 ,       60.9 ,    15.6 ,     19.154 ,      1.428 ,      175.0 ,    13.0 ,     20.426 ,    12.25 ,  1.23 ,    41.02 ,  2.53 ,   -46.36 ,  1.56 ,   9.683507000 ,  13.727408000 ,   -4.56
 J0041+1341  ,  10.476414058 ,  13.692472405 ,   2MASS 00415453+1341351  , 2002AJ....123.3409H ,  2776324485710775296 ,   0.15 ,            ,                     ,        L0  , 2002AJ....123.3409H ,      L0.5  , 2014APJ...794..143B ,      L0.5  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     14.454 ,      0.034 ,     13.673 ,      0.037 ,     13.236 ,      0.025 ,     12.878 ,      0.024 ,     12.591 ,      0.026 ,     12.271 , -99999.000 , -99999.000 , -99999.000 ,     21.102 ,      0.072 ,     18.742 ,      0.009 ,     17.226 ,      0.003 ,     16.263 ,      0.009 ,     19.169 ,      0.059 ,      405.2 ,     1.3 ,     21.415 ,      4.146 ,       37.5 ,     7.3 ,     17.545 ,      0.260 ,      770.5 ,    11.4 ,     19.294 ,    32.99 ,  0.49 ,  -196.02 ,  0.88 ,  -168.99 ,  0.37 ,  10.476441000 ,  13.692496000 ,   -2.41
 J0042+1142  ,  10.747216978 ,  11.702576533 , ULAS J004259.29+114209.8  , 2016A&A...589A..49S ,  2775496377361648384 ,   0.07 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     14.754 ,      0.038 ,     14.074 ,      0.043 ,     13.514 ,      0.028 ,     13.252 ,      0.024 ,     12.921 ,      0.027 ,     11.873 , -99999.000 , -99999.000 , -99999.000 ,     21.684 ,      0.039 ,     18.965 ,      0.006 ,     17.451 ,      0.004 ,     16.524 ,      0.008 ,     19.426 ,      0.055 ,      319.9 ,     0.9 ,     21.975 ,      3.726 ,       22.4 ,     3.8 ,     17.774 ,      0.275 ,      624.0 ,     9.7 ,     19.515 ,    18.62 ,  0.56 ,    86.30 ,  1.40 ,   -85.71 ,  0.66 ,  10.747143000 ,  11.702643000 ,   -3.65
 J0043+2221  ,  10.859675996 ,  22.356134942 , WISEA J004326.26+222124.0 , 2014APJ...783..122K ,  2802623115925093760 ,   0.22 ,            ,                     ,       ...  ,                ...  ,     L1 sd  , 2014APJ...783..122K ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.871 ,      0.038 ,     14.226 ,      0.039 ,     13.931 ,      0.063 ,     13.688 ,      0.025 ,     13.373 ,      0.031 ,     12.213 , -99999.000 , -99999.000 , -99999.000 ,     21.394 ,      0.038 ,     18.527 ,      0.006 ,     17.116 ,      0.004 ,     16.396 ,      0.006 ,     19.112 ,      0.054 ,      427.3 ,     1.2 ,     21.293 ,      3.740 ,       42.0 ,     7.4 ,     17.513 ,      0.212 ,      793.8 ,     9.6 ,     19.699 ,    14.74 ,  0.36 ,   172.12 ,  0.72 ,  -405.53 ,  0.42 ,  10.859647000 ,  22.356191000 ,   -4.16
 J0045+1634  ,  11.340843260 ,  16.578887060 ,              2MUCD 20037  , 2003IAUS..211..197W ,  2781513733917711616 ,   0.20 ,       MG;  , 2014APJ...783..121G ,   L2 beta  , 2009AJ....137.3345C ,  L2 gamma  , 2013APJ...772...79A ,       ...  ,                ...  ,     65.940 ,      1.330 , 2016ApJ...833...96L ,     13.059 ,      0.022 ,     12.059 ,      0.035 ,     11.366 ,      0.021 ,     10.782 ,      0.023 ,     10.398 ,      0.020 ,      9.794 ,      0.051 , -99999.000 , -99999.000 ,     20.015 ,      0.013 ,     17.760 ,      0.005 ,     16.254 ,      0.004 ,     15.251 ,      0.019 ,     18.168 ,      0.025 ,     1018.6 ,     1.4 ,     20.992 ,      2.203 ,       55.4 ,     5.8 ,     16.540 ,      0.124 ,     1943.7 ,    14.5 ,     17.909 ,    65.02 ,  0.23 ,   358.92 ,  0.40 ,   -48.07 ,  0.24 ,  11.339304000 ,  16.579082000 ,   -0.93
 J0046+0251  ,  11.565029419 ,   2.866372669 , ULAS J004615.56+025159.6  , 2016A&A...589A..49S ,  2550766886522609920 ,   0.07 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     14.401 ,      0.033 ,     13.705 ,      0.036 ,     13.286 ,      0.035 ,     12.997 ,      0.026 ,     12.686 ,      0.028 ,     11.769 ,      0.429 ,     21.990 ,      0.177 ,     21.301 ,      0.041 ,     18.657 ,      0.015 ,     17.184 ,      0.009 ,     16.244 ,      0.003 ,     19.126 ,      0.052 ,      421.6 ,     1.1 ,     21.384 ,      4.517 ,       38.6 ,     8.2 ,     17.479 ,      0.139 ,      818.4 ,     6.5 ,     19.223 ,    25.27 ,  0.49 ,    95.09 ,  1.07 ,  -116.94 ,  0.54 ,  11.565010000 ,   2.866386600 ,   -2.99
 J0046+1608  ,  11.700211306 ,  16.135396153 , ULAS J004648.07+160807.9  , 2016A&A...589A..49S ,  2781432571920655872 ,   0.03 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     15.679 ,      0.073 ,     14.922 ,      0.079 ,     14.505 ,      0.093 ,     14.157 ,      0.027 ,     13.893 ,      0.041 ,     11.963 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.844 ,      0.014 ,     18.425 ,      0.012 ,     17.472 ,      0.032 ,     20.394 ,      0.144 ,      131.2 ,     0.9 ,     21.481 ,      4.891 ,       35.3 ,     8.0 ,     18.753 ,      0.703 ,      253.2 ,     9.5 ,     20.350 ,    15.16 ,  1.17 ,   -55.46 ,  1.77 ,   -69.37 ,  1.14 ,  11.700249000 ,  16.135431000 ,   -4.10
 J0046+0715  ,  11.702157829 ,   7.254673179 ,   2MASS 00464841+0715177  , 2003IAUS..211..197W ,  2556724418479276416 ,   0.11 ,            ,                     ,      L0::  , 2008AJ....136.1290R ,        M9  , 2003IAUS..211..197W ,     L2.5p  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     13.885 ,      0.028 ,     13.178 ,      0.035 ,     12.546 ,      0.026 ,     12.091 ,      0.024 ,     11.644 ,      0.022 ,     11.286 ,      0.225 ,     21.904 ,      0.161 ,     21.043 ,      0.059 ,     18.506 ,      0.006 ,     16.897 ,      0.007 ,     15.885 ,      0.004 ,     18.883 ,      0.042 ,      527.5 ,     1.2 ,     21.634 ,      3.299 ,       30.7 ,     4.7 ,     17.202 ,      0.185 ,     1056.9 ,    11.4 ,     18.613 ,    26.62 ,  0.44 ,    96.80 ,  0.71 ,   -60.20 ,  0.51 ,  11.701743000 ,   7.254927200 ,   -2.87
 J0048+0123  ,  12.187336830 ,   1.389529557 , ULAS J004844.95+012322.8  , 2016A&A...589A..49S ,  2549246124503034112 ,   0.05 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L1  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     15.289 ,      0.047 ,     14.441 ,      0.060 ,     14.025 ,      0.053 ,     13.602 ,      0.026 ,     13.273 ,      0.034 ,     11.442 ,      0.313 ,     21.649 , -99999.000 ,     21.870 ,      0.013 ,     19.608 ,      0.014 ,     18.146 ,      0.010 ,     17.205 ,      0.010 ,     20.119 ,      0.106 ,      168.9 ,     0.9 ,     21.559 ,      4.260 ,       32.9 ,     6.5 ,     18.391 ,      0.379 ,      353.6 ,     7.3 ,     19.971 ,    14.58 ,  1.00 ,   -18.05 ,  1.93 ,   -76.69 ,  1.17 ,  12.187347000 ,   1.389593300 ,   -4.18
 J0050-1538  ,  12.600764393 , -15.640742810 ,          SIPS J0050-1538  , 2005A&A...435..363D ,  2372272516761781888 ,   0.28 ,            ,                     ,       L1:  , 2007AJ....133..439C ,      L0.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     13.779 ,      0.023 ,     13.077 ,      0.026 ,     12.647 ,      0.027 ,     12.318 ,      0.024 ,     12.058 ,      0.025 ,     11.452 ,      0.154 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.441 ,      0.029 ,      792.5 ,     1.3 ,     21.303 ,      3.257 ,       41.6 ,     6.4 ,     16.782 ,      0.164 ,     1555.6 ,    15.2 ,     18.758 ,    40.32 ,  0.24 ,  -214.70 ,  0.42 ,  -484.31 ,  0.31 ,  12.601845000 , -15.638452000 ,   -1.97
 J0051-1544  ,  12.795284633 , -15.738175904 ,   2MASSW J0051107-154417  , 2000AJ....120..447K ,  2371519626175864960 ,   0.05 ,            ,                     ,      L3.5  , 2000AJ....120..447K ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.277 ,      0.050 ,     14.164 ,      0.048 ,     13.466 ,      0.039 ,     12.743 ,      0.023 ,     12.416 ,      0.025 ,     12.217 ,      0.365 ,     24.434 , -99999.000 ,     22.036 ,      0.016 ,     20.205 ,      0.015 ,     18.546 ,      0.024 ,     17.508 ,      0.017 ,     20.565 ,      0.114 ,      112.0 ,     0.6 ,     21.450 ,      3.486 ,       36.4 ,     5.9 ,     18.816 ,      0.468 ,      238.9 ,     5.9 ,     20.386 ,    29.10 ,  1.35 ,    70.06 ,  1.78 ,   -30.07 ,  1.61 ,  12.795261000 , -15.738177000 ,   -2.68
 J0053-3631  ,  13.329423716 , -36.519962476 ,   2MASS 00531899-3631102  , 2008APJ...689.1295K ,  5001668709601989248 ,   0.07 ,            ,                     ,      L3.5  , 2008APJ...689.1295K ,       L4:  , 2013AJ....146..161M ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.445 ,      0.026 ,     13.480 ,      0.031 ,     12.937 ,      0.029 ,     12.346 ,      0.024 ,     12.045 ,      0.022 ,     11.505 ,      0.173 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.653 ,      0.113 ,      259.6 ,     1.5 ,     21.855 ,      5.017 ,       25.0 ,     5.7 ,     17.854 ,      0.281 ,      579.8 ,     9.1 ,     19.576 ,    41.46 ,  0.92 ,    67.15 ,  1.10 ,  -108.27 ,  1.18 ,  13.329412000 , -36.519947000 ,   -1.91
 J0054-0031  ,  13.528247015 ,  -0.517969960 , SDSSp J005406.55-003101.8 , 2002AJ....123..458S ,  2536044636280401024 ,   0.33 ,            ,                     ,        L1  , 2002AJ....123.3409H ,        L2  , 2014APJ...794..143B ,      L1.5  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,                ...  ,     15.731 ,      0.053 ,     14.891 ,      0.053 ,     14.380 ,      0.074 ,     13.997 ,      0.028 ,     13.757 ,      0.045 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     22.239 ,      0.176 ,     20.074 ,      0.038 ,     18.678 ,      0.006 ,     17.658 ,      0.012 ,     20.597 ,      0.116 ,      108.8 ,     0.6 ,     21.822 ,      3.193 ,       25.8 ,     3.8 ,     18.976 ,      0.523 ,      206.2 ,     5.7 ,     20.748 ,    19.26 ,  1.22 ,   193.05 ,  2.44 ,  -161.79 ,  1.46 ,  13.527295000 ,  -0.517188070 ,   -3.58
 J0057-0846  ,  14.273024830 ,  -8.773427247 ,   2MASS 00570555-0846241  , 2008AJ....135..785W ,  2474280047331246464 ,   0.00 ,            ,                     ,        L0  , 2008AJ....135..785W ,      M9.5  , 2014APJ...794..143B ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     15.698 ,      0.058 ,     14.917 ,      0.066 ,     14.356 ,      0.081 ,     14.091 ,      0.029 ,     13.800 ,      0.038 ,     12.131 , -99999.000 ,     22.502 ,      0.660 ,     21.875 ,      0.001 ,     19.869 ,      0.010 ,     18.430 ,      0.006 ,     17.500 ,      0.018 ,     20.513 ,      0.135 ,      117.5 ,     0.8 ,     20.645 ,      4.255 ,       76.3 ,    15.7 ,     18.716 ,      0.574 ,      262.0 ,     8.0 ,     20.185 ,    12.80 ,  1.61 ,   -23.26 ,  3.43 ,    -1.86 ,  2.10 ,  14.273021000 ,  -8.773429100 ,   -4.46
 J0058-0651  ,  14.677934604 ,  -6.857225780 ,   2MASSW J0058425-065123  , 2000AJ....120..447K ,  2476262466795918080 ,   0.09 ,       MG;  , 2014APJ...783..121G ,        L0  , 2000AJ....120..447K ,        L0  , 2014APJ...794..143B ,       ...  ,                ...  ,     33.800 ,      4.000 , 2013AJ....146..161M ,     14.311 ,      0.026 ,     13.444 ,      0.030 ,     12.904 ,      0.033 ,     12.567 ,      0.024 ,     12.265 ,      0.025 ,     11.543 ,      0.414 , -99999.000 , -99999.000 ,     20.870 ,      0.032 ,     18.608 ,      0.005 ,     17.166 ,      0.005 ,     16.208 ,      0.006 ,     19.076 ,      0.046 ,      441.6 ,     1.1 ,     21.181 ,      2.703 ,       46.6 ,     5.9 ,     17.453 ,      0.166 ,      838.7 ,     8.0 ,     19.015 ,    34.54 ,  0.36 ,   150.15 ,  0.77 ,  -128.06 ,  0.51 ,  14.677913000 ,  -6.857208200 ,   -2.31
 J0101+1528  ,  15.471426524 ,  15.472239024 , ULAS J010153.12+152819.8  , 2016A&A...589A..49S ,  2777586789484377984 ,   0.02 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     15.485 ,      0.052 ,     14.702 ,      0.062 ,     14.208 ,      0.058 ,     13.780 ,      0.025 ,     13.512 ,      0.032 ,     12.731 ,      0.530 ,     22.017 , -99999.000 ,     22.038 ,      0.007 ,     19.603 ,      0.009 ,     18.109 ,      0.018 ,     17.170 ,      0.022 ,     20.095 ,      0.192 ,      172.6 ,     1.6 ,     21.132 ,      5.359 ,       48.7 ,    12.4 ,     18.421 ,      0.533 ,      343.8 ,     9.9 ,     20.077 ,    14.18 ,  1.63 ,    23.89 ,  2.50 ,    36.96 ,  1.46 ,  15.471420000 ,  15.472233000 ,   -4.24
 J0106-5933  ,  16.595626420 , -59.555950814 ,   2MASS 01062285-5933185  , 2008AJ....136.1290R ,  4903260597849834880 ,   0.10 ,            ,                     ,        L0  , 2008AJ....136.1290R ,       ...  ,                ...  ,       ...  ,                ...  , -99999.000 , -99999.000 ,                ...  ,     14.330 ,      0.035 ,     13.566 ,      0.028 ,     13.005 ,      0.041 ,     12.791 ,      0.024 ,     12.521 ,      0.024 ,     11.988 ,      0.253 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     19.065 ,      0.061 ,      445.8 ,     1.4 ,     21.393 ,      4.349 ,       38.3 ,     7.8 ,     17.447 ,      0.175 ,      843.2 ,     8.5 ,     19.135 ,    27.91 ,  0.34 ,    48.38 ,  0.67 ,  -191.28 ,  0.43 ,  16.595613000 , -59.555924000 ,   -2.77
 J0106+0557  ,  16.648101298 ,   5.959277072 , ULAS J010635.57+055734.0  , 2016A&A...589A..49S ,  2576389458819793920 ,   0.05 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,        L0  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     15.882 ,      0.076 ,     15.251 ,      0.085 ,     14.552 ,      0.089 ,     14.299 ,      0.029 ,     14.154 ,      0.048 ,     11.909 , -99999.000 ,     22.447 , -99999.000 ,     21.545 ,      0.184 ,     19.940 ,      0.014 ,     18.557 ,      0.009 ,     17.670 ,      0.015 ,     20.549 ,      0.192 ,      113.7 ,     1.1 ,     21.035 ,      5.009 ,       53.3 ,    12.7 ,     18.767 ,      0.839 ,      250.0 ,    11.2 ,     20.398 ,    11.56 ,  0.91 ,   -54.83 ,  1.70 ,   -74.47 ,  1.33 ,  16.648141000 ,   5.959311500 ,   -4.68
 J0109+0625  ,  17.281843611 ,   6.433307826 , ULAS J010907.51+062559.0  , 2016A&A...589A..49S ,  2576519892681546240 ,   0.09 ,            ,                     ,       ...  ,                ...  ,       ...  ,                ...  ,      L1.5  , 2016A&A...589A..49S , -99999.000 , -99999.000 ,            -99999.  ,     14.606 ,      0.038 ,     13.784 ,      0.040 ,     13.351 ,      0.049 ,     12.793 ,      0.024 ,     12.480 ,      0.025 ,     10.527 ,      0.095 , -99999.000 , -99999.000 , -99999.000 , -99999.000 ,     18.857 ,      0.010 ,     17.441 ,      0.006 ,     16.523 ,      0.014 ,     19.365 ,      0.095 ,      338.4 ,     1.7 ,     20.730 ,      2.900 ,       70.6 ,     9.9 ,     17.623 ,      0.301 ,      717.3 ,    12.3 ,     19.373 ,    31.27 ,  0.60 ,   303.18 ,  1.32 ,   131.01 ,  0.57 ,  17.281647000 ,   6.433212600 ,   -2.52
